ID,タイプ,SKU,GTIN、UPC、EAN、ISBN,名前,公開済み,オススメですか ?,カタログでの表示,簡単な説明,説明,セール価格の開始日,セール価格の終了日,課税ステータス,税区分,在庫の有無,在庫,在庫量わずか,お取り寄せを許可する ?,個別に販売しますか ?,重量 (kg),長さ(cm),幅 (cm),高さ (cm),カスタマーレビューを許可しますか ?,注意事項,セール価格,標準価格,カテゴリー,タグ,配送クラス,画像,ダウンロード制限,ダウンロード有効期限日,親,セット販売商品,アップセル,クロスセル,外部 URL,ボタンのテキスト,位置,ブランド
335,simple,202,,健康菓集ナッツ&フルーツ,1,0,visible,,"木の実や果実、種を一口食べきりサイズにしました。<br><br>特定原材料:小麦・カシューナッツ<br>内容量:300g(個装紙込み)<br>賞味期限:120日　 (株)一榮食品",,,taxable,,1,,,0,0,,,,,0,,,1200,味と暮らしの特選街,,,https://wakatake.info/shop/wp-content/uploads/2026/06/202.jpg,,,,,,,,,0,
336,simple,290,,紀州南部の南高梅(はちみつ),1,0,visible,,蜂蜜を加えまろやかで食べやすいうす塩仕上げの梅干し。<br><br>特定原材料: 無し<br>内容量:400g<br>賞味期限:180日　※塩分8%　(有)大野農園,,,taxable,,1,,,0,0,,,,,0,,,1470,味と暮らしの特選街,,,https://wakatake.info/shop/wp-content/uploads/2026/06/290.jpg,,,,,,,,,0,
337,simple,317,,ちょび梅 (3袋セット),1,0,visible,,"原料は、おひさまと塩と南高梅のみ。<br>携帯に便利な小袋入りで、手軽にお召し上がりいただけます。<br><br>特定原材料:なし<br>内容量:7g (1袋に約26枚入り)×3袋<br>賞味期限:2年 　マルヤマ食品(株)",,,taxable,,1,,,0,0,,,,,0,,,1080,味と暮らしの特選街,,,https://wakatake.info/shop/wp-content/uploads/2026/06/317.jpg,,,,,,,,,0,
338,simple,301,,徳用　沖縄の塩黒糖(ピロ),1,0,visible,,"沖縄県産の粗糖黑糖・塩を使用。<br>夏場の塩分・糖分補給に最適です。<br><br>特定原材料:無し<br>内容量:400g<br>賞味期限:300日　琉球黑糖(株)",,,taxable,,1,,,0,0,,,,,0,,,1250,味と暮らしの特選街,,,https://wakatake.info/shop/wp-content/uploads/2026/06/301.jpg,,,,,,,,,0,
339,simple,552,,ドリップバッグ スペシャルブレンド,1,0,visible,,"老舗コーヒーメーカーが、厳選した香り、風味ともに<br>こだわったドリップコーヒーが手軽に味わえます。<br><br>特定原材料:無し<br>内容量:8g×36袋<br>賞味期限:360日　ハマヤ(株)",,,taxable,,1,,,0,0,,,,,0,,,2000,味と暮らしの特選街,,,https://wakatake.info/shop/wp-content/uploads/2026/06/552.jpg,,,,,,,,,0,
340,simple,550,,国産黒豆麦茶 (2袋セット),1,0,visible,,じっくり煎り上げた黒豆と、大麦をブレンドした香ばしくスッキリとした麦茶です。<br><br>特定原材料: 無し 内容量:1袋　(ティーパック10g×40パック)×2袋<br>賞味期限:2年　(有)益田製茶,,,taxable,,1,,,0,0,,,,,0,,,1200,味と暮らしの特選街,,,https://wakatake.info/shop/wp-content/uploads/2026/06/550.jpg,,,,,,,,,0,
341,simple,158,,北海道コーンスープ,1,0,visible,,"クリーミーでコクがある、北海道産コーン使用。<br><br>特定原材料:小麦・乳<br>内容量:16.5g×15袋(粉末)<br>賞味期限:1年　(株)北海大和",,,taxable,,1,,,0,0,,,,,0,,,1190,味と暮らしの特選街,,,https://wakatake.info/shop/wp-content/uploads/2026/06/158.jpg,,,,,,,,,0,
342,simple,154,,毎日のおみそ汁30P,1,0,visible,,"忙しい朝の一杯におすすめです。<br><br>特定原材料:小麦<br>内容量:171g(5.7g×30食)<br>賞味期限:12ヶ月 　東海農産(株)",,,taxable,,1,,,0,0,,,,,0,,,1400,味と暮らしの特選街,,,https://wakatake.info/shop/wp-content/uploads/2026/06/154.jpg,,,,,,,,,0,
343,simple,171,,いつものおみそ汁5種セット,1,0,visible,,だしの効いた本格派お味噌汁がお楽しみいただけます。<br><br>特定原材料:小麦・乳<br>内容量:10食(なす・とうふ・なめこ(赤だし)・ ほうれん草・赤だし(三つ葉入り))×各2食<br>賞味期限:1年 　アサヒグループ食品(株),,,taxable,,1,,,0,0,,,,,0,,,1180,味と暮らしの特選街,,,https://wakatake.info/shop/wp-content/uploads/2026/06/171.jpg,,,,,,,,,0,
344,simple,197,,野菜とたまごのスープ8P,1,0,visible,,"たまごが更にふんわり広がります。不足しがちな野菜がたっぷり (ほうれん草、にんじん、しいたけ)。<br>大きな具入りでボリューム満点!<br><br>特定原材料:小麦・卵・乳<br>内容量:45.6g (5.7g×8P)<br>賞味期限:12か月　東海農産(株)",,,taxable,,1,,,0,0,,,,,0,,,920,味と暮らしの特選街,,,https://wakatake.info/shop/wp-content/uploads/2026/06/197.jpg,,,,,,,,,0,
,simple,w-1,,いちごのほっぺ（5個）,1,,visible,,,,,taxable,,1,,,,,,,,,,,,250,若竹会,,,https://wakatake.info/shop/wp-content/uploads/2026/06/w-1.png,,,,,,,,,0,
,simple,w-2,,天使のほっぺ（5個）,1,,visible,,,,,taxable,,1,,,,,,,,,,,,200,若竹会,,,https://wakatake.info/shop/wp-content/uploads/2026/06/w-2.png,,,,,,,,,0,
,simple,w-3,,キャラメルラスク（90g）,1,,visible,,,,,taxable,,1,,,,,,,,,,,,400,若竹会,,,https://wakatake.info/shop/wp-content/uploads/2026/06/w-3.png,,,,,,,,,0,
,simple,w-4,,シュガーラスク（80g）,1,,visible,,,,,taxable,,1,,,,,,,,,,,,400,若竹会,,,https://wakatake.info/shop/wp-content/uploads/2026/06/w-4.png,,,,,,,,,0,
,simple,w-5,,ガーリックラスク（75g）,1,,visible,,,,,taxable,,1,,,,,,,,,,,,400,若竹会,,,https://wakatake.info/shop/wp-content/uploads/2026/06/w-5.png,,,,,,,,,0,
,simple,w-6,,お菓子詰め合わせセット,1,,visible,,,,,taxable,,1,,,,,,,,,,,,1400,若竹会,,,https://wakatake.info/shop/wp-content/uploads/2026/06/w-6.png,,,,,,,,,0,
,simple,w-7,,おからクッキー（きなこ）,1,,visible,,,,,taxable,,1,,,,,,,,,,,,300,若竹会,,,https://wakatake.info/shop/wp-content/uploads/2026/06/w-7.png,,,,,,,,,0,
,simple,w-8,,おからクッキー（プレーン）,1,,visible,,,,,taxable,,1,,,,,,,,,,,,300,若竹会,,,https://wakatake.info/shop/wp-content/uploads/2026/06/w-8.png,,,,,,,,,0,
,simple,w-10,,手作り木製クリップ　4個入り,1,,visible,,,,,taxable,,1,,,,,,,,,,,,150,若竹会,,,https://wakatake.info/shop/wp-content/uploads/2026/06/w-10.png,,,,,,,,,0,
,simple,w-11,,エコたわし　2個入り,1,,visible,,,,,taxable,,1,,,,,,,,,,,,100,若竹会,,,https://wakatake.info/shop/wp-content/uploads/2026/06/w-11.png,,,,,,,,,0,
,simple,w-12,,エコたわし　10個入り,1,,visible,,,,,taxable,,1,,,,,,,,,,,,400,若竹会,,,https://wakatake.info/shop/wp-content/uploads/2026/06/w-12.png,,,,,,,,,0,
